Title,Book_category,Star_rating,Price,Stock,Quantity,Source_File,Sharp Objects,Mystery,Four,47.82,In stock,20,Soumission,Fiction,One,50.1,Issue_Date,Return_Date,Random_Book_Sum
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,One,41.06,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-05-03,2025-05-10,78.0
Poems That Make Grown Women Cry,Poetry,Four,14.19,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-08-31,2025-09-20,99.0
"Nightingale, Sing",Young Adult,One,38.28,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-08-08,2025-08-19,70.0
Night Sky with Exit Wounds,Poetry,One,41.05,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-09-19,,85.0
Mrs. Houdini,Historical Fiction,Five,30.25,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-01-16,2025-02-13,48.0
Modern Romance,Add a comment,Five,28.26,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-01-23,2025-01-26,100.0
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Default,One,10.76,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-08-14,2025-08-18,91.0
Louisa: The Extraordinary Life of Mrs. Adams,Biography,Two,16.85,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-11-21,2024-12-11,82.0
Little Red,Childrens,Three,13.47,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-10-12,2025-11-08,29.0
Library of Souls (Miss Peregrineâs Peculiar Children #3),Young Adult,Five,48.56,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-03-21,2025-03-28,93.0
Large Print Heart of the Pride,Default,Two,19.15,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-06-16,2025-06-24,67.0
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,Four,57.36,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-07-17,2025-07-21,67.0
Hollow City (Miss Peregrineâs Peculiar Children #2),Fantasy,One,42.98,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-07-29,2025-08-20,81.0
Grumbles,Default,Two,22.16,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-02-28,2025-03-26,36.0
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,Travel,Four,49.43,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-10-09,2025-10-12,34.0
Frostbite (Vampire Academy #2),Young Adult,Five,29.99,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-06-26,2025-06-28,91.0
Follow You Home,Horror,One,,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-04-08,2025-04-21,11.0
First Steps for New Christians (Print Edition),Default,One,29.0,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-12-11,2024-12-14,88.0
Finders Keepers (Bill Hodges Trilogy #2),Fiction,Five,53.53,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-12-29,2025-01-05,80.0
"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,,41.62,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-12-16,2025-01-04,36.0
Eureka Trivia 6.0,Default,Four,54.59,,15.0,books_scraped.csv,,,,,,,,,,,2025-05-03,2025-05-25,
Drive: The Surprising Truth About What Motivates Us,Default,Four,34.95,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-03-28,2025-04-18,60.0
Done Rubbed Out (Reightman & Bailey #1),Default,,37.72,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-10-23,2024-11-02,74.0
Doing It Over (Most Likely To #1),Romance,Three,35.61,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-11-12,2024-11-27,28.0
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,Three,,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-04-16,2025-04-20,38.0
Dark Notes,Erotica,Five,19.19,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-10-13,2025-10-28,83.0
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Nonfiction,Three,19.43,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-12-28,2025-01-03,34.0
Close to You,Christian Fiction,Four,49.46,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-05-12,2025-06-04,60.0
Chasing Heaven: What Dying Taught Me About Living,Spirituality,Two,37.8,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-04-09,2025-05-08,2.0
Big Magic: Creative Living Beyond Fear,Nonfiction,Three,30.8,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-08-27,2025-09-18,20.0
Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,Two,27.43,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-09-10,2025-10-02,24.0
Beauty Restored (Riley Family Legacy Novellas #3),Default,Two,11.11,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-04-26,2025-05-01,61.0
Batman: The Long Halloween (Batman),Sequential Art,Two,36.5,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-06-04,2025-06-17,61.0
Batman: The Dark Knight Returns (Batman),Sequential Art,Five,15.38,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-05-27,2025-06-13,96.0
Ayumi's Violin,Default,Two,15.48,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-10-27,2024-10-28,71.0
Anonymous,Default,Four,46.82,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-09-18,2025-10-14,83.0
Amy Meets the Saints and Sages,Default,Three,18.46,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-11-02,2024-11-02,12.0
Amid the Chaos,Cultural,One,36.58,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-11-19,2024-11-30,40.0
Amatus,Default,,50.54,In stock,15.0,books_scraped.csv,,,,,,,,,,,2024-12-21,2025-01-08,30.0
Agnostic: A Spirited Manifesto,Nonfiction,Five,12.51,In stock,15.0,books_scraped.csv,,,,,,,,,,,2025-09-24,2025-10-10,11.0
Zealot: The Life and Times of Jesus of Nazareth,History,Three,24.7,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-10-20,2024-11-07,89.0
You (You #1),Thriller,Five,43.61,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-22,2025-07-12,11.0
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,Four,37.34,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-09,2025-09-04,96.0
Wild Swans,Young Adult,Two,14.36,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-01,2024-11-18,41.0
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,Four,52.65,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-20,2025-09-05,75.0
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,Four,38.2,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-18,2025-04-19,88.0
What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,Two,19.6,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-04,2025-10-04,34.0
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,One,53.9,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-21,2025-07-27,55.0
Walt Disney's Alice in Wonderland,Childrens,Five,12.96,,14.0,books_scraped.csv,,,,,,,,,,,2025-04-13,,36.0
V for Vendetta (V for Vendetta Complete),Default,Four,37.1,In stock,,,,,,,,,,,,,2025-06-05,2025-06-20,100.0
Until Friday Night (The Field Party #1),Young Adult,Two,46.31,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-08,2025-01-28,77.0
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,Two,45.95,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-17,2025-09-17,82.0
Twenty Yawns,Childrens,Two,22.08,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-26,,73.0
Through the Woods,,Two,25.38,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-12,2024-11-22,49.0
This Is Where It Ends,Young Adult,Two,27.12,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-13,2025-06-17,60.0
The Year of Magical Thinking,Nonfiction,Two,43.04,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-28,2025-09-23,50.0
The Wright Brothers,Default,Four,56.8,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-10-23,2024-10-23,60.0
The White Queen (The Cousins' War #1),Add a comment,,25.91,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-11,2024-12-10,10.0
The Wedding Pact (The O'Malleys #2),Romance,Three,32.61,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-22,2025-04-11,36.0
The Time Keeper,Fiction,,27.88,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-19,2025-07-09,19.0
The Testament of Mary,Fiction,Four,52.67,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-27,2024-12-21,72.0
The Star-Touched Queen,Fantasy,Five,46.02,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-02,2025-01-22,57.0
The Songs of the Gods,Default,Five,44.48,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-05,2025-10-03,27.0
The Song of Achilles,,Five,37.4,In stock,14.0,books_scraped.csv,,,,,,,,,,,,2025-07-16,41.0
The Rosie Project (Don Tillman #1),Default,One,54.04,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-03,2025-08-16,51.0
The Power of Habit: Why We Do What We Do in Life and Business,Default,Three,16.88,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-14,2024-12-06,55.0
The Marriage of Opposites,Historical Fiction,,28.08,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-10,2025-10-16,35.0
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,One,10.4,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-09,2025-06-22,5.0
The Long Haul (Diary of a Wimpy Kid #9),Humor,One,44.07,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-10,2025-04-06,76.0
The Loney,Horror,One,23.4,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-05,2025-10-30,2.0
The Literature Book (Big Ideas Simply Explained),Nonfiction,Three,17.43,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-04,2025-10-10,67.0
The Last Mile (Amos Decker #2),Mystery,Two,54.21,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-12-05,2024-12-28,64.0
The Immortal Life of Henrietta Lacks,Add a comment,Two,40.67,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-09,2025-07-02,11.0
The Hidden Oracle (The Trials of Apollo #1),Fantasy,Two,52.26,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-29,2025-02-08,59.0
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,Three,28.77,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-12-18,2024-12-31,62.0
The Guilty (Will Robie #4),Thriller,Two,13.82,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-15,2024-11-25,49.0
The First Hostage (J.B. Collins #2),Fiction,,25.85,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-24,2025-03-04,67.0
The Dovekeepers,Add a comment,One,48.78,In stock,14.0,,,,,,,,,,,,2025-04-10,2025-04-12,9.0
The Darkest Lie,Young Adult,Five,35.35,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-10,2025-04-14,25.0
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,Four,44.73,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-11,2024-11-19,47.0
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,One,15.77,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-15,2025-09-10,7.0
The 14th Colony (Cotton Malone #11),Thriller,One,39.24,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-30,2025-05-21,34.0
That Darkness (Gardiner and Renner #1),Mystery,One,13.92,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-01,2025-06-25,29.0
Tastes Like Fear (DI Marnie Rome #3),Mystery,One,10.69,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-21,2025-08-05,19.0
Take Me with You,Fiction,Three,45.21,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-09,2025-05-11,89.0
Swell: A Year of Waves,Nonfiction,One,45.58,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-11,2025-07-26,71.0
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,Five,11.89,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-20,2025-03-08,51.0
Still Life with Bread Crumbs,Fiction,Three,26.41,In stock,,books_scraped.csv,,,,,,,,,,,2025-10-06,2025-10-08,16.0
Steve Jobs,Default,Five,39.5,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-04,2025-09-17,88.0
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,Four,44.74,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-25,2025-04-02,64.0
Someone Like You (The Harrisons #2),Contemporary,Five,52.79,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-13,2025-02-03,6.0
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,Four,35.43,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-08,2025-02-25,28.0
Shtum,Fiction,Four,55.84,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-25,2025-06-01,92.0
See America: A Celebration of Our National Parks & Treasured Sites,Travel,Three,48.87,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-01,2025-07-13,1.0
salt.,Poetry,Four,46.78,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-10-29,2024-11-11,36.0
Robin War,Sequential Art,Three,47.82,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-15,2025-03-25,90.0
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,Two,25.48,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-27,2025-08-19,44.0
Rain Fish,Childrens,Three,23.57,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-14,2024-11-28,40.0
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,Five,50.89,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-01,2025-10-04,
Pet Sematary,Horror,Three,10.56,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-01,2025-03-17,47.0
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,Three,52.15,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-12-28,2025-01-25,98.0
Once Was a Time,Childrens,Two,18.28,In stock,14.0,,,,,,,,,,,,2025-01-09,2025-02-04,50.0
Old School (Diary of a Wimpy Kid #10),Humor,Five,11.83,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-09,2025-02-16,100.0
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,Two,21.95,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-10-23,2024-11-04,38.0
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,,38.39,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-05,2025-08-14,48.0
My Name Is Lucy Barton,Fiction,One,41.56,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-23,2025-08-06,40.0
My Mrs. Brown,Fiction,Three,24.48,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-15,2025-08-16,77.0
My Kind of Crazy,Young Adult,One,40.36,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-08,2024-12-02,86.0
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,One,28.9,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-03,2024-11-08,85.0
More Than Music (Chasing the Dream #1),Add a comment,Two,37.61,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-05,2024-11-21,89.0
Made to Stick: Why Some Ideas Survive and Others Die,Business,Five,38.85,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-13,2025-06-02,74.0
Luis Paints the World,Childrens,Three,53.95,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-07,2025-05-29,31.0
Luckiest Girl Alive,Default,Three,49.83,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-11,2025-10-22,41.0
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,Two,51.51,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-26,2025-05-17,100.0
Love Is a Mix Tape (Music #1),Music,One,18.03,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-11,2025-05-28,29.0
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,Five,29.14,,14.0,books_scraped.csv,,,,,,,,,,,2025-04-19,2025-04-20,26.0
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,Four,46.91,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-01,2025-04-10,59.0
Let It Out: A Journey Through Journaling,Nonfiction,Five,26.79,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-08,2025-03-25,48.0
Lady Midnight (The Dark Artifices #1),Default,Five,16.28,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-05-28,7.0
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,One,19.55,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-08,2025-06-16,83.0
Island of Dragons (Unwanteds #7),Fantasy,One,29.65,In stock,14.0,,,,,,,,,,,,2025-08-05,2025-08-28,59.0
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,Four,25.98,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-26,2025-06-19,23.0
I Am Pilgrim (Pilgrim #1),Fiction,Four,10.6,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-13,2025-09-30,99.0
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,Five,14.75,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-23,2025-09-19,72.0
"Hush, Hush (Hush, Hush #1)",Default,Three,47.02,In stock,14.0,,,,,,,,,,,,2025-02-03,2025-02-21,91.0
Hold Your Breath (Search and Rescue #1),Romance,One,28.82,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-15,2025-09-18,80.0
Hamilton: The Revolution,Nonfiction,Three,58.79,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-28,2025-08-29,57.0
Greek Mythic History,Default,Five,10.23,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-14,2025-01-19,11.0
God: The Most Unpleasant Character in All Fiction,Religion,Five,30.03,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-29,2025-07-27,7.0
Glory over Everything: Beyond The Kitchen House,Historical Fiction,Three,45.84,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-05,2025-03-26,81.0
Feathers: Displays of Brilliant Plumage,Art,Three,49.05,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-17,2025-03-20,67.0
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,Four,15.06,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-28,2025-03-29,82.0
Every Last Word,Default,Three,46.47,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-29,2025-02-20,92.0
Eligible (The Austen Project #4),Fiction,Three,27.09,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-06-14,96.0
El Deafo,Sequential Art,Five,57.62,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-12-10,2024-12-25,94.0
Eight Hundred Grapes,Fiction,Four,14.39,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-12,2025-02-16,22.0
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,Five,51.75,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-03,2025-10-13,40.0
"Eat Fat, Get Thin",Health,Two,54.07,In stock,,books_scraped.csv,,,,,,,,,,,2025-08-05,2025-08-23,47.0
Don't Get Caught,Young Adult,One,55.35,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-19,2025-05-28,
Doctor Sleep (The Shining #2),Horror,Two,40.12,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-06-09,76.0
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,Five,37.51,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-10-30,2024-11-29,71.0
,Fiction,Five,11.21,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-29,2025-07-31,81.0
Daily Fantasy Sports,Default,One,36.58,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-01,2025-05-16,85.0
Crazy Love: Overwhelmed by a Relentless God,Christian,Two,47.72,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-23,2025-03-24,4.0
Cometh the Hour (The Clifton Chronicles #6),Fiction,Three,25.01,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-10,2025-06-08,75.0
Code Name Verity (Code Name Verity #1),Add a comment,Four,22.13,In stock,14.0,books_scraped.csv,,,,,,,,,,,,2024-11-23,79.0
Clockwork Angel (The Infernal Devices #1),Default,One,44.14,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-01-05,2025-01-26,100.0
City of Glass (The Mortal Instruments #3),Fantasy,Four,56.02,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-20,,91.0
City of Fallen Angels (The Mortal Instruments #4),Default,Four,11.23,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-10-08,2025-11-01,51.0
City of Bones (The Mortal Instruments #1),Default,One,43.28,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-02-14,2025-03-13,10.0
City of Ashes (The Mortal Instruments #2),Default,One,47.27,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-09,2025-03-23,61.0
Cell,Add a comment,Four,,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-06-02,86.0
Catching Jordan (Hundred Oaks),Young Adult,Three,50.83,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-11-04,2024-11-05,52.0
"Carry On, Warrior: Thoughts on Life Unarmed",Default,Three,31.85,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-21,2025-04-11,9.0
Carrie,Default,Two,46.23,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-07,2025-03-29,75.0
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,Four,37.8,In stock,14.0,books_scraped.csv,,,,,,,,,,,2024-12-06,2024-12-13,37.0
Brain on Fire: My Month of Madness,Nonfiction,Five,49.32,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-07-31,2025-08-10,25.0
Batman: Europa,Sequential Art,Two,32.01,In stock,14.0,books_scraped.csv,,,,,,,,,,,,2024-12-26,94.0
Barefoot Contessa Back to Basics,Food and Drink,One,28.01,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-22,2025-03-26,15.0
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,Five,50.62,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-03-12,2025-03-22,59.0
Balloon Animals,Fiction,Three,17.03,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-30,2025-07-23,43.0
Art Ops Vol. 1,Sequential Art,Three,48.8,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-04-15,2025-05-07,42.0
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,Four,58.14,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-08-08,2025-08-16,48.0
Angels Walking (Angels Walking #1),Add a comment,Two,34.2,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-09-20,2025-10-13,69.0
Angels & Demons (Robert Langdon #1),Default,Three,51.48,In stock,14.0,books_scraped.csv,,,,,,,,,,,2025-06-20,2025-06-21,24.0
